Subcategory,Food,Serving,Calories,URL
Ham & Sausage,Frankfurter Sausage,100 g,249 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Ham,100 g,87 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Ham Slice,100 g,43 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Ham Steak,100 g,122 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,"Ham, boiled",100 g,128 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,"Ham, cooked",100 g,128 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,"Ham, smoked",100 g,122 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Honey Ham,100 g,122 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Hot Dog Sausage,100 g,193 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Hot Sausage,100 g,202 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Italian Sausage,100 g,293 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Kielbasa Sausage,100 g,325 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Linguica Sausage,100 g,286 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Link Sausage,100 g,333 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,"Liverwurst, Liver Sausage",100 g,337 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Mortadella,100 g,317 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Parma Ham,100 g,307 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Pastrami,100 g,147 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Polish Sausage,100 g,326 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Pork Sausage,100 g,293 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Prosciutto,100 g,87 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Ring Bologna Sausage,100 g,304 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Salami,100 g,380 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Sausage,100 g,395 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Sausage Roll,100 g,268 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Serrano Ham,100 g,232 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Smoked Sausage,100 g,309 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Summer Sausage,100 g,362 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Turkey Bacon,100 g,226 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,"Turkey Breast, smoked",100 g,105 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Turkey Ham,100 g,83 Cal,https://www.calories.info/food/ham-sausage
Ham & Sausage,Weisswurst,100 g,301 Cal,https://www.calories.info/food/ham-sausage
"Herbs, Spices & Tea",Alfalfa Sprout,100 g,35 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Basil,100 g,47 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Bay Leaf,100 g,353 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Black Pepper,100 g,308 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Black Tea,100 ml,0 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Broth,100 g,148 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Caper,100 g,28 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Cardamom,100 g,355 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Cayenne Pepper,100 g,379 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea","Chai Tea, Chai Latte, Indian Tea with Milk",100 ml,40 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Chamomile Tea,100 g,0 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Chili Pepper,100 g,379 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Chili Powder,100 g,282 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Chives,100 g,40 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Cinnamon,100 g,317 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Cloves,100 g,433 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Coriander,100 g,23 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Cumin Seed,100 g,375 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Curry Powder,100 g,338 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Dill,100 g,65 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Fenugreek,100 g,364 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Garlic Powder,100 g,331 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Garlic Salt,100 g,0 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Ginger,100 g,52 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Ginger Tea,100 g,0 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea","Ginger, grounded",100 g,318 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Green Pepper,100 g,23 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Green Tea,100 ml,0 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Harissa,100 g,302 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Hibiscus Tea,100 ml,0 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Lemon Grass,100 g,75 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Maggi,100 ml,68 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Marjoram,100 g,52 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Milo (Nestlé),100 g,52 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Mint,100 g,50 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Mustard Seed,100 g,508 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Nutmeg,100 g,538 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Onion Powder,100 g,341 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Orange Bell Pepper,100 g,32 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Oregano,100 g,265 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Paprika,100 g,308 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Parsley,100 g,60 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Pepper,100 g,45 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Peppermint,100 g,50 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Pumpkin Pie Spice,100 g,342 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Rosemary,100 g,62 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Saffron,100 g,353 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Sage,100 g,59 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Salt,100 g,0 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Samphire,100 g,45 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Sea Salt,100 g,0 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Spicy Italian,100 g,301 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Stinging Nettles,100 g,48 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Tea,100 ml,0 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea","Tea, with Milk",100 ml,50 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea","Tea, with Milk and Sugar",100 ml,50 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea","Tea, with Semi Skimmed Milk",100 ml,3 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Thyme,100 g,52 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Turmeric,100 g,367 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Vanilla,100 g,316 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Wasabi,100 g,137 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Watercress,100 g,21 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Yerba Mate,100 g,225 Cal,https://www.calories.info/food/herbs-spices-tea
"Herbs, Spices & Tea",Zaatar,100 g,0 Cal,https://www.calories.info/food/herbs-spices-tea
Ice Cream,Baskin Robbins Ice Cream,100 g,239 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Ben and Jerry's,100 ml,217 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Blue Moon Ice Cream,100 g,203 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Butter Pecan Ice Cream,100 g,180 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Caramel Sundae,100 g,196 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Chocolate Ice Cream,100 g,179 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Chocolate Milkshake,100 g,135 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Coffee Ice Cream,100 g,179 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Cookie Dough Ice Cream,100 g,240 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Frozen Yogurt,100 g,202 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Hot Fudge Sundae,100 g,59 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Ice Cream Cone,100 g,262 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Ice Cream Cookie Sandwich,100 g,240 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Ice Cream Sandwich,100 ml,267 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Ice Cream Sundae (McDonald's),100 g,155 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Italian Ice Cream,100 g,128 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Magnolia Sorbet,100 ml,367 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Magnum Almond (Wall's),100 g,248 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Magnum Double Caramel,100 g,338 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Magnum White (Wall's),100 g,282 Cal,https://www.calories.info/food/ice-cream
Ice Cream,McFlurry (McDonald's),100 g,248 Cal,https://www.calories.info/food/ice-cream
Ice Cream,McFlurry Oreo (McDonald's),100 g,215 Cal,https://www.calories.info/food/ice-cream
Ice Cream,McFlurry Smarties (McDonald's),100 g,230 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Mint Chocolate Chip Ice Cream,100 g,196 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Natural Ice Cream,100 g,175 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Orange Sorbet,100 g,126 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Pop Ice,100 g,182 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Rocky Road Ice Cream,100 g,375 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Snickers Ice Cream (Mars),100 g,226 Cal,https://www.calories.info/food/ice-cream
Ice Cream,"Soft Serve, Soft Ice Cream",100 g,128 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Solero (Wall's),100 g,290 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Strawberry Ice Cream,100 g,88 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Strawberry Sundae,100 g,158 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Vanilla Cone,100 g,329 Cal,https://www.calories.info/food/ice-cream
Ice Cream,Vanilla Ice Cream,100 g,188 Cal,https://www.calories.info/food/ice-cream
Juice & Soft Drinks,7 Up (PepsiCo),100 ml,42 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Aloe Vera Juice,100 g,2 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Apple Juice,100 ml,56 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Bitter Lemon,100 ml,50 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Canada Dry Ginger Ale,100 ml,39 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Capri Sun,100 ml,36 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Carrot Juice,100 ml,24 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Cherry Coke (Coca Cola),100 ml,43 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Cherry Juice,100 ml,60 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Clamato,100 ml,25 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,"Club Soda, Sparkling Water",100 ml,0 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Coconut Water,100 ml,15 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Coke (Coca Cola),100 ml,42 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Coke Zero (Coca Cola),100 ml,0 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Cranberry Grape Juice,100 ml,56 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Cranberry Juice,100 ml,179 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Cream Soda,100 ml,46 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Crystal Light,100 ml,4 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Cucumber Juice,100 ml,10 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Diet Coke (Coca Cola),100 ml,0 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Diet Dr Pepper,100 ml,2 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Diet Pepsi,100 ml,0 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Dr. Pepper,100 ml,42 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Elderflower Syrup,100 ml,240 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Energy Drink,100 ml,46 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Fanta,100 ml,42 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Fanta Zero,100 ml,0 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Fresca,100 ml,39 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Fruit Juice,100 ml,61 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Fruit Punch,100 ml,48 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,"Fruitopia, Strawberry (Coca Cola)",100 ml,40 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Fuze Tea,100 ml,45 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Gatorade,100 ml,24 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Gatorade G2,100 ml,8 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Ginger Ale,100 ml,34 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Grape Juice,100 ml,60 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Grapefruit Juice,100 ml,53 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Grenadine,100 ml,50 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Hawaiian Punch,100 ml,472 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Horchata,100 ml,54 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Iced Tea,100 ml,9 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Kombucha,100 ml,25 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Kool Aid (Kraft Heinz),100 g,64 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Lemon Juice,100 ml,37 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Lemonade,100 ml,29 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Lime Juice,100 ml,25 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Mello Yello,100 ml,49 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Minute Maid,100 ml,16 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Monster Energy,100 ml,42 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Mug Root Beer,100 ml,44 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Nestea,100 ml,20 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Orange Juice,100 ml,43 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Orange Soda,100 g,3 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Peach Juice,100 ml,42 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Pear Juice,100 ml,48 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Pepsi,100 ml,44 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Pepsi Max,100 ml,0 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Pineapple Juice,100 ml,44 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Pink Lemonade,100 ml,40 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Pomegranate Juice,100 ml,47 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Powerade,100 ml,18 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,"Prune Juice, Plum Juice",100 ml,46 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Red Bull Energy Drink,100 ml,46 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Schweppes Ginger Ale,100 ml,36 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Slurpee,100 g,448 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,"Smoothie, Fruit Smoothie",100 ml,133 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Soft Drink,100 ml,41 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Sports Drink,100 g,26 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Sprite,100 ml,33 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Sprite Zero,100 ml,1 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Squirt Soda,100 ml,328 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Strawberry Shake,100 g,113 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Sweet Tea,100 g,28 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,TaB Cola,100 ml,2 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Tomato Juice,100 ml,17 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Tonic Water,100 ml,34 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Vanilla Coke (Coca Cola),100 ml,42 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Vegetable Juice,100 ml,34 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,Water,100 ml,0 Cal,https://www.calories.info/food/juice-soft-drinks
Juice & Soft Drinks,"Water, with Lemon",100 ml,2 Cal,https://www.calories.info/food/juice-soft-drinks
Meals & Dishes,Aloo Paratha,100 g,230 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Alphabet Soup,100 g,30 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Avocado Toast,100 g,250 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Bacon and Eggs,100 g,251 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Bean Burrito,100 g,221 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Beef Noodle Soup,100 g,70 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Beef Stock,100 g,8 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Biryani,100 g,108 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Black Bean Soup,100 g,103 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Boiled Egg,100 g,137 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Broccoli Cheese Soup,100 g,69 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Burrito,100 g,239 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Butter Chicken,100 ml,168 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Cabbage Soup,100 g,36 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Caesar Salad with Grilled Chicken,100 g,124 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Cannelloni,100 g,143 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Carrot Soup,100 ml,47 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chana Daal,100 g,380 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Biryani,100 g,253 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,"Chicken Broth, Chicken Soup, Chicken Stock",100 g,148 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Caesar Salad,100 g,184 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Chow Mein,100 g,179 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Curry,100 g,92 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Egg Roll,100 g,197 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Fajita,100 g,161 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Fried Rice,100 g,173 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Fried Steak,100 g,141 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Gizzards,100 g,154 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Marsala,100 g,101 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Noodle Soup,100 g,114 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Parmesan,100 g,204 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Pot Pie,100 g,161 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Rice Soup,100 g,53 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Salad,100 g,187 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Tikka Masala,100 g,190 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chicken Vegetable Soup,100 g,33 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chilli con Carne,100 g,100 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chimichanga,100 g,246 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chip Shop Chips,100 g,214 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chop Suey,100 g,129 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Chow Mein Noodles,100 g,471 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Cobb Salad,100 g,92 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Corn Tamale,100 g,186 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Cottage Pie,100 g,109 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Crab Cake,100 g,205 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Cream of Broccoli Soup,100 g,69 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Cream of Chicken Soup,100 g,90 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Cream of Mushroom Soup,100 ml,383 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Dal,100 g,131 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Dim Sum,100 g,41 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,"Dosa, plain",100 g,210 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Dumplings,100 g,358 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Egg Drop Soup,100 g,27 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Egg Fried Rice,100 g,207 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Egg Omelette,100 g,154 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,"Egg, over easy",100 g,143 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,"Egg, sunny side up",100 g,143 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Eggy Bread,100 g,272 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Empanada,100 g,335 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Enchiladas,100 g,273 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Fajita,100 g,165 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Falafel,100 g,350 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Fish Curry,100 g,92 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Fish and Chips,100 g,214 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Flour Tortilla,100 g,84 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,French Onion Soup,100 g,153 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,French Toast,100 g,208 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Fried Egg,100 g,206 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,General Tso's Chicken,100 g,295 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Goulash,100 g,90 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Hash Brown Potato,100 g,196 Cal,https://www.calories.info/food/meals-dishes
Meals & Dishes,Hot & Sour Soup,100 g,39 Cal,https://www.calories.info/food/meals-dishes
